,County,State,Ben Carson.Number of Votes,Ben Carson.Party,Ben Carson.Percent of Votes,Bernie Sanders.Number of Votes,Bernie Sanders.Party,Bernie Sanders.Percent of Votes,Carly Fiorina.Number of Votes,Carly Fiorina.Party,Carly Fiorina.Percent of Votes,Chris Christie.Number of Votes,Chris Christie.Party,Chris Christie.Percent of Votes,Donald Trump.Number of Votes,Donald Trump.Party,Donald Trump.Percent of Votes,Hillary Clinton.Number of Votes,Hillary Clinton.Party,Hillary Clinton.Percent of Votes,Jeb Bush.Number of Votes,Jeb Bush.Party,Jeb Bush.Percent of Votes,John Kasich.Number of Votes,John Kasich.Party,John Kasich.Percent of Votes,Marco Rubio.Number of Votes,Marco Rubio.Party,Marco Rubio.Percent of Votes,Martin O'Malley.Number of Votes,Martin O'Malley.Party,Martin O'Malley.Percent of Votes,Mike Huckabee.Number of Votes,Mike Huckabee.Party,Mike Huckabee.Percent of Votes,Rand Paul.Number of Votes,Rand Paul.Party,Rand Paul.Percent of Votes,Rick Santorum.Number of Votes,Rick Santorum.Party,Rick Santorum.Percent of Votes,Ted Cruz.Number of Votes,Ted Cruz.Party,Ted Cruz.Percent of Votes,No Preference.Number of Votes,No Preference.Percent of Votes,Uncommitted.Number of Votes,Uncommitted.Percent of Votes,2014 Population,2010 Population,Population Percent Change,Percent Under 5 Years,Percent Under 18 Years,Percent 65 and Older,Percent Female,Percent White,Percent Black or African American,Percent American Indian and Alaska Native,Percent Asian,Percent Native Hawaiian and Other Pacific Islander,Percent Two or More Races,Percent Hispanic or Latino,"Percent White, not Hispanic or Latino",Veterans,Percent Foreign Born,Percent High School or Higher,Percent Bachelor's Degree or Higher,Housing Units,Percent Housing Units in Multi-Unit Structures,Homeownership Rate,Median Value of Owner-Occupied Units,Building Permits,Households,Persons per Household,Percent Living in Same House +1 Years,Percent Language Other than English at Home,Mean Travel Time to Work,Median Household Income,Per Capita Income,Percent Below Poverty Level,Accommodation and Food Services Sales,Manufacturers Shipments,Merchant Wholesaler Sales,Retail Sales,Retail Sales per Capita,Population per Square Mile,Land Area,Democratic,Republic,Party
1841,Webster,LA,0,Republican,0.0,436,Democrat,17.4,0,Republican,0.0,0,Republican,0.0,1131,Republican,39.5,1878,Democrat,74.8,0,Republican,0.0,116,Republican,4.0,205,Republican,7.2,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1315,Republican,45.9,0,0.0,0,0.0,40333,41207,-2.1,6.2,23.3,18.1,51.2,63.7,34.0,0.5,0.5,0.0,1.3,1.8,62.4,3407,0.7,78.0,13.6,19428,8.9,69.2,79300,29,15980,2.5,86.2,2.0,23.8,35071,19871,21.9,287,7119,0,4847,11899,69.5,593.03,2314,2767,0
1842,Adams,IL,0,Republican,0.0,1609,Democrat,47.2,0,Republican,0.0,0,Republican,0.0,5233,Republican,40.7,1731,Democrat,50.7,0,Republican,0.0,1427,Republican,11.1,953,Republican,7.4,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,4885,Republican,38.0,0,0.0,0,0.0,66988,67103,-0.2,6.2,22.5,18.7,51.1,93.6,3.7,0.2,0.8,0.0,1.7,1.4,92.4,5862,1.5,89.7,21.3,29967,16.2,72.0,104200,83,26912,2.43,87.6,2.9,16.6,45073,24217,14.4,0,0,0,9282,13888,78.5,855.2,3340,12498,0
1843,Weber,UT,0,Republican,0.0,5465,Democrat,82.8,0,Republican,0.0,0,Republican,0.0,1695,Republican,16.1,1113,Democrat,16.9,0,Republican,0.0,1765,Republican,16.8,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,7058,Republican,67.1,0,0.0,0,0.0,240475,231236,4.0,8.0,29.2,11.1,49.8,92.9,1.6,1.2,1.5,0.3,2.4,17.7,77.1,16813,7.1,88.8,22.7,87849,20.6,71.6,170000,919,79525,2.9,84.7,13.2,21.4,54974,23106,12.8,2611,0,22181,28105,12715,401.4,576.08,6578,10518,0
1844,San Francisco,CA,0,Republican,0.0,67191,Democrat,43.9,0,Republican,0.0,0,Republican,0.0,7244,Republican,61.3,85070,Democrat,55.6,0,Republican,0.0,2963,Republican,25.1,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1084,Republican,9.2,0,0.0,0,0.0,852469,805235,5.9,4.6,13.4,14.4,49.1,53.8,5.8,0.8,34.9,0.5,4.2,15.3,41.2,29478,35.6,86.3,52.4,386564,67.7,36.6,744600,2711,345344,2.31,84.1,45.0,30.5,75604,48486,13.5,50391,20774,105621,123999,15516,17179.1,46.87,152261,11291,1
1845,Bourbon,KY,0,Republican,0.0,1087,Democrat,45.6,0,Republican,0.0,0,Republican,0.0,253,Republican,31.5,1109,Democrat,46.5,0,Republican,0.0,147,Republican,18.3,129,Republican,16.1,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,257,Republican,32.0,0,0.0,0,0.0,19972,19985,-0.1,5.7,22.7,17.5,51.2,91.2,6.3,0.4,0.4,0.0,1.7,6.9,85.0,1585,5.2,81.6,15.8,9016,13.6,59.8,139900,27,7865,2.51,87.2,6.3,22.4,40933,22893,17.2,134,0,0,1753,8939,69.0,289.72,2196,786,1
1846,Philadelphia,PA,0,Republican,0.0,125688,Democrat,37.0,0,Republican,0.0,0,Republican,0.0,25024,Republican,57.4,212785,Democrat,62.6,0,Republican,0.0,9270,Republican,21.3,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,7969,Republican,18.3,0,0.0,0,0.0,1560297,1526006,2.2,7.1,22.2,12.5,52.7,45.3,44.1,0.8,7.2,0.1,2.5,13.6,35.8,74487,12.2,81.2,23.9,670401,33.2,53.3,142500,3973,580017,2.56,85.8,21.5,31.8,37192,22279,26.5,30514,180694,115661,111677,7299,11379.5,134.1,338473,42263,1
1847,Luzerne,PA,0,Republican,0.0,18524,Democrat,46.9,0,Republican,0.0,0,Republican,0.0,28660,Republican,77.4,20530,Democrat,52.0,0,Republican,0.0,3356,Republican,9.1,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,4621,Republican,12.5,0,0.0,0,0.0,318829,320918,-0.7,5.0,19.6,19.0,50.7,91.9,4.9,0.4,1.2,0.1,1.5,9.1,85.1,28639,5.2,88.3,21.0,148243,20.5,67.8,121000,252,130880,2.36,87.5,8.8,22.2,44402,24793,15.6,4429,57083,21747,52237,16746,360.4,890.33,39054,36637,1
1848,Prince George's,MD,0,Republican,0.0,37199,Democrat,24.2,0,Republican,0.0,0,Republican,0.0,5635,Republican,43.1,113912,Democrat,74.2,0,Republican,0.0,3261,Republican,24.9,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,3393,Republican,25.9,0,0.0,0,0.0,904430,863420,4.7,6.7,22.7,11.2,51.8,26.9,64.7,1.0,4.6,0.2,2.6,16.9,14.2,61842,20.2,85.5,29.8,330516,32.5,62.5,269800,1292,303441,2.81,84.9,20.8,35.8,73623,32344,9.4,12050,25046,104498,92096,11060,1788.8,482.69,151111,12289,1
1849,Box Butte,NE,0,Republican,0.0,75,Democrat,62.5,0,Republican,0.0,0,Republican,0.0,1188,Republican,68.0,45,Democrat,37.5,0,Republican,0.0,173,Republican,9.9,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,258,Republican,14.8,0,0.0,0,0.0,11340,11308,0.3,7.1,25.3,16.1,49.9,92.5,0.7,4.1,0.5,0.0,2.2,11.9,82.8,998,1.7,90.4,17.6,5434,20.2,65.9,90000,1,4860,2.28,82.0,5.3,11.6,46373,25046,23.9,123,0,899,821,7443,10.5,1075.29,120,1619,0
1850,McMinn,TN,743,Republican,8.7,619,Democrat,36.6,0,Republican,0.0,0,Republican,0.0,3604,Republican,42.1,1027,Democrat,60.8,0,Republican,0.0,389,Republican,4.5,1551,Republican,18.1,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,2000,Republican,23.4,0,0.0,0,0.0,52626,52266,0.7,5.6,21.7,18.7,51.3,92.7,4.1,0.5,0.8,0.0,1.9,3.3,89.9,4391,2.4,80.2,14.3,23249,10.7,74.7,119000,24,20313,2.53,84.9,3.1,22.4,39410,19744,18.3,574,23810,0,5612,10770,121.5,430.13,1646,8287,0
1851,Calhoun,MI,0,Republican,0.0,5810,Democrat,51.5,0,Republican,0.0,0,Republican,0.0,5800,Republican,36.4,5230,Democrat,46.4,0,Republican,0.0,3321,Republican,20.9,1430,Republican,9.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,4446,Republican,27.9,0,0.0,0,0.0,134878,136146,-0.9,6.1,23.2,16.4,51.2,83.0,11.1,0.8,2.0,0.1,3.1,4.8,79.0,11349,3.6,88.8,19.5,60677,19.4,69.7,98300,56,53428,2.47,84.5,6.1,20.0,42110,22978,17.8,1819,49539,0,15713,11496,192.8,706.23,11040,14997,0
1852,Delaware,NY,0,Republican,0.0,1663,Democrat,60.9,0,Republican,0.0,0,Republican,0.0,2683,Republican,59.1,1067,Democrat,39.1,0,Republican,0.0,1075,Republican,23.7,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,779,Republican,17.2,0,0.0,0,0.0,46581,47980,-2.9,4.8,18.2,21.9,49.7,95.4,2.0,0.3,0.9,0.0,1.3,3.7,92.4,4079,3.6,86.7,19.8,31186,11.8,74.6,133200,77,19844,2.28,86.8,5.4,22.6,44470,23677,14.2,412,14329,4409,3895,8417,33.3,1442.44,2730,4537,0
1853,Macon,NC,0,Republican,0.0,1428,Democrat,44.2,0,Republican,0.0,0,Republican,0.0,2870,Republican,44.9,1548,Democrat,47.9,0,Republican,0.0,786,Republican,12.3,523,Republican,8.2,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,2004,Republican,31.3,0,0.0,0,0.0,33875,33922,-0.1,4.9,18.9,26.4,51.4,95.6,1.8,0.7,0.8,0.0,1.1,6.6,89.7,4073,5.1,85.7,20.5,25331,7.8,74.0,165400,107,15340,2.18,89.0,7.0,21.8,37892,23213,21.3,682,2304,147,4762,14571,65.8,515.56,2976,6183,0
1854,Columbia,WI,0,Republican,0.0,6455,Democrat,60.5,0,Republican,0.0,0,Republican,0.0,4413,Republican,39.5,4183,Democrat,39.2,0,Republican,0.0,1919,Republican,17.2,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,4514,Republican,40.4,0,0.0,0,0.0,56615,56833,-0.4,5.4,22.4,16.2,49.2,96.0,1.5,0.7,0.6,0.1,1.2,2.9,93.5,4714,2.0,91.6,21.3,26159,16.9,75.6,175000,186,22735,2.42,86.9,4.4,26.1,57922,28273,9.3,1642,17441,2033,6313,11465,74.2,765.53,10638,10846,0
1855,Marquette,WI,0,Republican,0.0,1320,Democrat,56.7,0,Republican,0.0,0,Republican,0.0,1765,Republican,49.2,994,Democrat,42.7,0,Republican,0.0,386,Republican,10.8,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1330,Republican,37.1,0,0.0,0,0.0,15050,15404,-2.3,5.0,19.6,22.6,49.2,97.1,0.5,0.7,0.6,0.0,1.1,2.9,94.4,1696,1.4,87.0,12.9,9858,5.7,79.9,142000,28,6453,2.34,88.1,4.0,28.2,46077,23490,13.6,0,2548,121,796,5363,33.8,455.6,2314,3481,0
1856,Boyd,KY,0,Republican,0.0,2262,Democrat,46.1,0,Republican,0.0,0,Republican,0.0,674,Republican,35.0,2193,Democrat,44.7,0,Republican,0.0,381,Republican,19.8,213,Republican,11.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,652,Republican,33.8,0,0.0,0,0.0,48832,49542,-1.4,5.8,21.2,17.9,50.3,94.7,3.1,0.3,0.5,0.0,1.4,1.6,93.3,4336,1.2,87.6,16.3,21686,12.4,68.8,96900,5,19530,2.41,86.4,2.0,20.7,40379,24530,19.9,1005,0,0,9345,19244,309.9,159.86,4455,1920,1
1857,Clayton,GA,531,Republican,6.8,5551,Democrat,18.0,0,Republican,0.0,0,Republican,0.0,3264,Republican,42.0,25130,Democrat,81.6,0,Republican,0.0,333,Republican,4.3,1640,Republican,21.1,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1857,Republican,23.9,0,0.0,0,0.0,267542,259424,3.1,7.8,28.3,8.3,52.6,23.6,68.3,0.6,5.3,0.1,2.1,13.1,13.5,18030,15.2,81.7,18.0,104535,29.3,55.3,97500,340,86274,2.99,79.1,20.5,29.4,40606,17950,24.0,3988,16046,35823,32070,11760,1832.5,141.57,30681,7625,1
1858,Gilmer,WV,0,Republican,0.0,643,Democrat,53.0,0,Republican,0.0,0,Republican,0.0,433,Republican,79.4,343,Democrat,28.3,0,Republican,0.0,21,Republican,3.9,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,51,Republican,9.4,0,0.0,0,0.0,8618,8693,-0.9,4.0,13.8,14.9,39.9,83.8,12.8,0.9,0.8,0.1,1.5,6.2,79.0,746,3.5,76.7,16.6,3475,5.8,77.1,72500,6,2590,2.49,74.5,6.0,31.3,38442,17870,28.5,52,0,0,342,4968,25.7,338.5,986,505,1
1859,Hot Spring,AR,235,Republican,5.5,730,Democrat,29.7,0,Republican,0.0,0,Republican,0.0,1597,Republican,37.3,1562,Democrat,63.7,0,Republican,0.0,81,Republican,1.9,891,Republican,20.8,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1381,Republican,32.2,0,0.0,0,0.0,33368,32923,1.4,5.3,21.6,17.2,48.1,85.6,11.6,0.6,0.4,0.1,1.8,3.3,82.7,3202,0.9,83.4,12.3,14283,4.8,72.5,81300,0,12231,2.58,87.8,1.7,27.7,41193,19286,14.2,168,8584,770,2074,6511,53.5,615.2,2292,4185,0
1860,Richland,SC,2633,Republican,6.7,12318,Democrat,23.8,0,Republican,0.0,0,Republican,0.0,9172,Republican,23.4,39243,Democrat,75.8,4484,Republican,11.4,4051,Republican,10.3,10955,Republican,27.9,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,7964,Republican,20.3,0,0.0,0,0.0,401566,384504,4.4,5.9,22.0,11.3,51.5,47.8,46.9,0.4,2.7,0.2,2.1,5.1,44.1,33288,5.2,89.7,36.1,166973,27.8,60.7,149800,2275,143874,2.5,77.9,7.7,21.0,48359,25763,17.2,7336,61097,31506,43676,12127,507.9,757.07,51561,39259,1
1861,Toole,MT,0,Republican,0.0,107,Democrat,43.5,0,Republican,0.0,0,Republican,0.0,863,Republican,71.7,129,Democrat,52.4,0,Republican,0.0,80,Republican,6.6,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,80,Republican,6.6,0,0.0,0,0.0,5150,5324,-3.3,5.3,19.9,15.6,43.6,91.0,0.8,5.6,0.6,0.0,2.0,3.0,88.5,722,3.6,88.1,14.6,2346,14.9,63.5,106300,3,1927,2.3,81.4,7.0,16.3,46972,23162,16.3,106,0,963,548,10989,2.8,1915.65,236,1023,0
1862,Crawford,IN,0,Republican,0.0,616,Democrat,47.4,0,Republican,0.0,0,Republican,0.0,1162,Republican,60.2,684,Democrat,52.6,0,Republican,0.0,56,Republican,2.9,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,634,Republican,32.8,0,0.0,0,0.0,10655,10713,-0.5,5.3,22.4,17.2,49.3,97.7,0.5,0.4,0.2,0.1,1.1,1.4,96.5,814,0.7,80.8,12.1,5455,3.7,82.0,83300,0,4237,2.49,91.1,1.0,33.2,39700,20504,19.6,0,0,0,407,3752,35.1,305.64,1300,1852,0
1863,Ashe,NC,0,Republican,0.0,1205,Democrat,45.9,0,Republican,0.0,0,Republican,0.0,1993,Republican,44.7,1219,Democrat,46.4,0,Republican,0.0,443,Republican,9.9,285,Republican,6.4,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1588,Republican,35.6,0,0.0,0,0.0,27126,27281,-0.6,4.7,18.6,23.6,50.4,97.2,1.0,0.3,0.5,0.0,1.0,5.3,92.4,2320,4.2,81.4,19.5,17468,5.1,76.9,150900,75,11839,2.26,92.6,4.6,26.6,35951,20838,21.1,226,2062,558,2924,11474,64.0,426.14,2424,4309,0
1864,Monroe,GA,483,Republican,8.7,300,Democrat,19.2,0,Republican,0.0,0,Republican,0.0,2262,Republican,40.9,1250,Democrat,80.1,0,Republican,0.0,266,Republican,4.8,1014,Republican,18.3,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1455,Republican,26.3,0,0.0,0,0.0,27051,26424,2.2,5.1,20.9,16.8,49.6,73.9,23.7,0.3,1.0,0.0,1.1,2.3,72.0,2069,1.7,79.5,18.7,10954,9.5,76.3,148300,77,9550,2.66,88.6,2.7,27.2,48630,22888,12.9,237,1180,0,1144,4563,66.8,395.66,1550,5480,0
1865,Clark,KY,0,Republican,0.0,1888,Democrat,47.5,0,Republican,0.0,0,Republican,0.0,797,Republican,36.5,1810,Democrat,45.5,0,Republican,0.0,274,Republican,12.5,344,Republican,15.7,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,725,Republican,33.2,0,0.0,0,0.0,35758,35613,0.4,5.8,22.8,16.3,51.5,92.8,5.1,0.2,0.5,0.0,1.4,2.8,90.3,2662,1.1,82.5,19.4,15743,18.7,64.8,141000,35,14498,2.43,80.6,2.3,23.0,45853,24524,15.4,512,12522,0,4617,12951,141.1,252.46,3698,2140,1
1866,Manassas Park,VA,75,Republican,7.9,427,Democrat,42.2,0,Republican,0.0,0,Republican,0.0,363,Republican,38.3,581,Democrat,57.4,0,Republican,0.0,59,Republican,6.2,265,Republican,28.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,181,Republican,19.1,0,0.0,0,0.0,15174,14273,6.6,5.1,24.9,7.5,49.1,69.4,15.0,1.3,10.3,0.3,3.7,35.5,38.3,885,31.6,82.9,26.0,4900,19.6,63.7,213300,11,4435,3.41,84.4,44.4,40.8,71227,26944,7.0,53,0,0,1580,13701,5632.6,2.53,1008,943,1
1867,Clay,GA,23,Republican,6.6,44,Democrat,12.7,0,Republican,0.0,0,Republican,0.0,179,Republican,51.7,297,Democrat,85.8,0,Republican,0.0,15,Republican,4.3,57,Republican,16.5,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,64,Republican,18.5,0,0.0,0,0.0,3102,3183,-2.5,6.6,21.8,23.3,53.1,38.6,59.5,0.3,0.5,0.1,1.0,1.1,37.6,234,1.2,77.9,7.9,2083,6.8,66.6,72300,5,1235,2.49,87.1,3.3,26.4,21192,12982,44.5,0,0,15,110,3465,16.3,195.38,341,338,1
1868,Wilkes,GA,95,Republican,6.3,141,Democrat,16.5,0,Republican,0.0,0,Republican,0.0,734,Republican,48.6,702,Democrat,82.1,0,Republican,0.0,48,Republican,3.2,279,Republican,18.5,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,332,Republican,22.0,0,0.0,0,0.0,9940,10593,-6.2,5.8,21.7,21.4,52.2,54.9,42.6,0.2,0.8,0.0,1.6,3.9,51.7,630,1.5,76.2,14.5,5155,7.3,72.1,95200,3,4083,2.47,89.7,4.3,25.5,28983,17120,27.3,70,1743,190,734,7168,22.6,469.49,843,1488,0
1869,Garza,TX,65,Republican,6.4,22,Democrat,35.5,0,Republican,0.0,0,Republican,0.0,224,Republican,21.9,35,Democrat,56.5,0,Republican,0.0,21,Republican,2.1,89,Republican,8.7,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,574,Republican,56.2,0,0.0,0,0.0,6435,6461,-0.4,4.6,18.4,11.4,35.4,90.2,7.4,0.8,0.7,0.1,0.9,50.0,42.3,268,39.5,62.3,9.5,2223,7.1,75.9,72000,0,1588,2.54,73.5,51.5,15.0,47540,16175,15.5,61,0,99,349,7370,7.2,893.41,57,973,0
1870,Wilcox,AL,44,Republican,8.3,410,Democrat,10.4,0,Republican,0.0,0,Republican,0.0,287,Republican,54.4,3337,Democrat,84.3,0,Republican,0.0,12,Republican,2.3,64,Republican,12.1,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,114,Republican,21.6,0,0.0,0,0.0,11098,11670,-4.9,5.7,24.8,17.7,52.4,28.1,71.0,0.2,0.1,0.0,0.6,1.0,27.6,462,0.1,76.1,11.1,5615,5.7,74.5,67000,0,3866,2.9,93.8,0.9,21.6,23642,13379,39.2,129,0,213,757,6018,13.1,888.5,3747,521,1
1871,Cochise,AZ,0,Republican,0.0,3265,Democrat,39.7,0,Republican,0.0,0,Republican,0.0,6339,Republican,49.8,4654,Democrat,56.5,0,Republican,0.0,876,Republican,6.9,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,3736,Republican,29.3,0,0.0,0,0.0,127448,131346,-3.0,6.5,22.4,19.9,49.2,87.9,4.7,1.7,2.2,0.4,3.1,34.6,56.1,18795,11.6,85.8,22.5,60504,13.3,68.8,146200,261,49174,2.47,80.9,27.4,18.9,45755,23608,17.1,1713,1813,1022,13136,10284,21.3,6165.69,7919,10951,0
1872,Miami-Dade,FL,0,Republican,0.0,42009,Democrat,24.3,0,Republican,0.0,0,Republican,0.0,40156,Republican,22.5,129467,Democrat,74.7,0,Republican,0.0,5194,Republican,2.9,111898,Republican,62.7,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,16170,Republican,9.1,0,0.0,0,0.0,2662874,2496435,6.6,5.8,20.6,15.2,51.4,77.9,18.9,0.3,1.7,0.0,1.2,66.2,14.8,60168,51.3,78.8,26.3,1004371,47.4,55.7,201000,7731,828031,3.02,86.9,72.2,29.0,43100,23174,19.9,60058,93471,607600,345304,14074,1315.5,1897.72,171476,173418,0
1873,Barnwell,SC,171,Republican,6.6,209,Democrat,11.7,0,Republican,0.0,0,Republican,0.0,1106,Republican,42.7,1560,Democrat,87.4,129,Republican,5.0,91,Republican,3.5,575,Republican,22.2,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,516,Republican,19.9,0,0.0,0,0.0,21959,22621,-2.9,7.0,25.3,15.9,52.3,53.1,44.1,0.6,0.7,0.0,1.5,2.5,51.2,1535,1.3,79.7,11.2,10378,5.9,74.6,72400,37,8416,2.63,91.6,2.5,25.3,35231,18862,29.1,147,6812,0,1691,7361,41.2,548.39,1769,2588,0
1874,Bedford,VA,1272,Republican,8.4,1424,Democrat,42.9,0,Republican,0.0,0,Republican,0.0,5328,Republican,35.0,1876,Democrat,56.5,0,Republican,0.0,796,Republican,5.2,3231,Republican,21.2,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,4501,Republican,29.6,0,0.0,0,0.0,76583,68676,2.3,4.4,20.4,19.4,50.7,90.0,7.0,0.3,1.2,0.0,1.4,2.0,88.3,7104,1.7,87.6,25.0,35779,3.6,85.0,195400,420,27233,2.53,90.9,3.2,27.6,57596,28697,8.2,278,7853,3689,4665,7029,91.2,753.02,3300,15128,0
1875,Hood,TX,715,Republican,5.0,527,Democrat,35.6,0,Republican,0.0,0,Republican,0.0,4511,Republican,31.7,928,Democrat,62.6,0,Republican,0.0,471,Republican,3.3,2089,Republican,14.7,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,5948,Republican,41.9,0,0.0,0,0.0,53921,51182,5.4,5.2,20.6,24.1,50.9,96.2,0.8,1.0,0.6,0.1,1.3,11.5,85.4,6011,5.4,87.1,24.1,25506,8.1,77.4,150900,121,20758,2.46,85.1,9.7,32.7,55754,30046,12.1,619,0,955,7300,14785,121.7,420.64,1455,13734,0
1876,Comanche,OK,518,Republican,6.3,3804,Democrat,48.5,0,Republican,0.0,0,Republican,0.0,2378,Republican,29.0,3523,Democrat,44.9,0,Republican,0.0,317,Republican,3.9,1418,Republican,17.3,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,3419,Republican,41.7,0,0.0,0,0.0,125033,124098,0.8,7.4,24.2,11.0,48.0,66.4,17.8,6.3,2.7,0.7,6.2,12.6,57.2,15672,5.8,89.0,19.9,51651,20.5,56.6,111700,113,44251,2.59,71.3,11.5,16.7,46036,22363,17.3,1544,12324,0,12067,10539,116.1,1069.29,7327,8050,0
1877,Beadle,SD,0,Republican,0.0,373,Democrat,42.7,0,Republican,0.0,0,Republican,0.0,454,Republican,64.7,501,Democrat,57.3,0,Republican,0.0,108,Republican,15.4,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,140,Republican,19.9,0,0.0,0,0.0,18169,17398,4.4,8.4,25.8,16.7,49.3,88.7,1.7,1.3,6.3,0.2,1.8,9.7,80.5,1379,8.4,83.4,18.6,8386,22.9,64.8,87500,23,7343,2.32,83.6,13.9,13.0,42196,24025,20.4,207,2985,0,2457,15595,13.8,1258.71,874,702,1
1878,Chesterfield,SC,246,Republican,5.5,446,Democrat,16.7,0,Republican,0.0,0,Republican,0.0,1806,Republican,40.1,2209,Democrat,82.8,180,Republican,4.0,139,Republican,3.1,695,Republican,15.4,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1434,Republican,31.9,0,0.0,0,0.0,46125,46734,-1.3,5.8,23.0,16.0,51.3,64.5,32.5,0.7,0.6,0.1,1.7,3.9,61.3,3177,2.3,74.9,12.6,21281,8.6,69.8,79400,50,17622,2.6,89.5,3.5,23.9,31252,17140,26.8,305,13610,1503,2980,6947,58.5,799.08,2655,4500,0
1879,Flagler,FL,0,Republican,0.0,2977,Democrat,31.9,0,Republican,0.0,0,Republican,0.0,9684,Republican,57.6,6152,Democrat,65.8,0,Republican,0.0,1029,Republican,6.1,3361,Republican,20.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,2385,Republican,14.2,0,0.0,0,0.0,102408,95696,7.0,4.2,18.1,28.4,52.0,83.7,11.5,0.4,2.4,0.1,1.9,9.8,75.3,11345,13.4,90.2,23.3,49562,11.3,80.2,169300,548,35647,2.71,88.2,15.5,26.4,47233,24497,16.6,1147,2356,0,6841,7766,197.1,485.46,9129,16459,0
1880,Wyoming,WV,0,Republican,0.0,1498,Democrat,52.0,0,Republican,0.0,0,Republican,0.0,1593,Republican,87.8,710,Democrat,24.6,0,Republican,0.0,31,Republican,1.7,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,101,Republican,5.6,0,0.0,0,0.0,22598,23796,-5.1,5.3,21.4,17.5,50.5,97.9,0.7,0.2,0.1,0.0,1.1,0.5,97.4,1621,0.1,73.5,8.7,10817,3.9,82.0,57500,2,9101,2.57,94.0,1.0,32.3,34454,18377,21.5,98,0,58,1469,6231,47.6,499.45,2208,1725,1
